Brebbia comune,Brebbia comune.1
,
Brebbia – Veduta,Brebbia – Veduta
Localizzazione,Localizzazione
Stato,Italia
Regione,Lombardia
Provincia,Varese
Amministrazione,Amministrazione
Sindaco,Giulio Brughera (lista civica Obiettivo Brebbia Insieme) dal 10-6-2024[1]
Territorio,Territorio
Coordinate,45°50′N 8°39′E
Altitudine,225[2] m s.l.m.
Superficie,"6,87 km²"
Abitanti,3 137[3] (30-11-2025)
Densità,"456,62 ab./km²"
Frazioni,"Bozza di Lago, Brebbia Superiore, Ronchée"
Comuni confinanti,"Bardello con Malgesso e Bregano, Belgirate (VB), Besozzo, Ispra, Travedona Monate"
Altre informazioni,Altre informazioni
Cod. postale,21020
Prefisso,0332
Fuso orario,UTC+1
Codice ISTAT,012017
Cod. catastale,B126
Targa,VA
Cl. sismica,zona 4 (sismicità molto bassa)[4]
Cl. climatica,"zona E, 2 461 GG[5]"
Nome abitanti,brebbiesi
Patrono,santi Pietro e Paolo
Giorno festivo,29 giugno
Cartografia,Cartografia
Brebbia,Brebbia
Brebbia – MappaPosizione del comune di Brebbia nella provincia di Varese,Brebbia – MappaPosizione del comune di Brebbia nella provincia di Varese
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
