Minturno comune,Minturno comune.1
,
Minturno – VedutaChiesa di San Pietro Apostolo,Minturno – VedutaChiesa di San Pietro Apostolo
Localizzazione,Localizzazione
Stato,Italia
Regione,Lazio
Provincia,Latina
Amministrazione,Amministrazione
Sindaco,Gerardo Stefanelli (IV) dal 19-6-2016 (2º mandato dal 4-10-2021)
Territorio,Territorio
Coordinate,41°16′N 13°45′E
Altitudine,141 m s.l.m.
Superficie,"42,14 km²"
Abitanti,20 402[1] (30-11-2025)
Densità,"484,15 ab./km²"
Frazioni,"Fontana Perrelli, Marina di Minturno, Pulcherini, Santa Maria Infante, Scauri, Solacciano, Tremensuoli, Tufo"
Comuni confinanti,"Coreno Ausonio (FR), Formia, Santi Cosma e Damiano, Sessa Aurunca (CE), Spigno Saturnia"
Altre informazioni,Altre informazioni
Cod. postale,04026
Prefisso,0771
Fuso orario,UTC+1
Codice ISTAT,059014
Cod. catastale,F224
Targa,LT
Cl. sismica,zona 3A (sismicità bassa)[2]
Cl. climatica,"zona C, 1 334 GG[3]"
Nome abitanti,"minturnesi, traettesi"
Patrono,Madonna delle Grazie
Giorno festivo,1º settembre
Cartografia,Cartografia
Minturno,Minturno
Minturno – MappaPosizione del comune di Minturno nella provincia di Latina,Minturno – MappaPosizione del comune di Minturno nella provincia di Latina
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
