Biancavilla comune,Biancavilla comune.1
,
Biancavilla – VedutaPiazza Roma,Biancavilla – VedutaPiazza Roma
Localizzazione,Localizzazione
Stato,Italia
Regione,Sicilia
Città metropolitana,Catania
Amministrazione,Amministrazione
Sindaco,Antonio Bonanno (FdI) dal 13-6-2018 (2º mandato dal 30-5-2023)
Territorio,Territorio
Coordinate,37°38′43″N 14°51′49″E
Altitudine,513[1] m s.l.m.
Superficie,"70,28 km²"
Abitanti,22 930[2] (30-11-2025)
Densità,"326,27 ab./km²"
Frazioni,"Quartieri di: Badalato, Badia, Casina, Montalto, Sajola, Sberno, San Giuseppe, Sopra l'Orto, Spartiviale, Martina, Quattro Vanedde"
Comuni confinanti,"Adrano, Belpasso, Bronte, Castiglione di Sicilia, Centuripe (EN), Maletto, Nicolosi, Paternò, Ragalna, Randazzo, Sant'Alfio, Santa Maria di Licodia, Zafferana Etnea"
Altre informazioni,Altre informazioni
Cod. postale,95033
Prefisso,095
Fuso orario,UTC+1
Codice ISTAT,087008
Cod. catastale,A841
Targa,CT
Cl. sismica,zona 2 (sismicità media)[3]
Cl. climatica,"zona C, 1 391 GG[4]"
Nome abitanti,biancavillesi o biancavilloti in siciliano
Patrono,san Placido abate e martire
Giorno festivo,5 ottobre
Motto,Scanderbeg
Cartografia,Cartografia
Biancavilla,Biancavilla
Biancavilla – MappaPosizione del comune di Biancavilla nella città metropolitana di Catania,Biancavilla – MappaPosizione del comune di Biancavilla nella città metropolitana di Catania
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
