Tolentino comune,Tolentino comune.1
(dettagli),(dettagli)
Tolentino – VedutaPiazza della Libertà,Tolentino – VedutaPiazza della Libertà
Localizzazione,Localizzazione
Stato,Italia
Regione,Marche
Provincia,Macerata
Amministrazione,Amministrazione
Sindaco,Mauro Sclavi (lista civica) dal 26-6-2022
Territorio,Territorio
Coordinate,43°12′31″N 13°17′02.76″E
Altitudine,228 e 232 m s.l.m.
Superficie,"95,12 km²"
Abitanti,17 441[1] (30-11-2025)
Densità,"183,36 ab./km²"
Frazioni,vedi elenco
Comuni confinanti,"Belforte del Chienti, Camporotondo di Fiastrone, Colmurano, Corridonia, Macerata, Pollenza, San Ginesio, San Severino Marche, Serrapetrona, Treia, Urbisaglia"
Altre informazioni,Altre informazioni
Cod. postale,62029
Prefisso,0733
Fuso orario,UTC+1
Codice ISTAT,043053
Cod. catastale,L191
Targa,MC
Cl. sismica,zona 2 (sismicità media)[2]
Cl. climatica,"zona D, 1 906 GG[3]"
Nome abitanti,tolentinati
Patrono,san Catervo
Giorno festivo,17 ottobre
Cartografia,Cartografia
Tolentino,Tolentino
Tolentino – MappaPosizione del comune di Tolentino nella provincia di Macerata,Tolentino – MappaPosizione del comune di Tolentino nella provincia di Macerata
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
