Campoformido comune,Campoformido comune.1
(IT) Campoformido (FUR) Cjampfuarmit[1],(IT) Campoformido (FUR) Cjampfuarmit[1]
,
Campoformido – Veduta,Campoformido – Veduta
Localizzazione,Localizzazione
Stato,Italia
Regione,Friuli-Venezia Giulia
Provincia,Udine
Amministrazione,Amministrazione
Sindaco,Massimiliano Petri (Liste civiche di centro-sinistra) dal 10-6-2024
Territorio,Territorio
Coordinate,46°01′N 13°10′E
Altitudine,79 m s.l.m.
Superficie,"21,93 km²"
Abitanti,7 829[2] (30-11-2025)
Densità,357 ab./km²
Frazioni,"Basaldella, Bressa, Villa Primavera[3]"
Comuni confinanti,"Basiliano, Pasian di Prato, Pozzuolo del Friuli, Udine"
Altre informazioni,Altre informazioni
Lingue,"italiano, friulano"
Cod. postale,33030
Prefisso,0432
Fuso orario,UTC+1
Codice ISTAT,030016
Cod. catastale,B536
Targa,UD
Cl. sismica,zona 2 (sismicità media)[4]
Cl. climatica,"zona E, 2 262 GG[5]"
Nome abitanti,campoformidesi
Patrono,Santa Maria della purificazione (Candelora)
Giorno festivo,2 febbraio
PIL procapite,(nominale) 24700
Motto,Actum in prato de Campoformio feliciter
Cartografia,Cartografia
Campoformido,Campoformido
Campoformido – MappaPosizione del comune di Campoformido nella provincia di Udine,Campoformido – MappaPosizione del comune di Campoformido nella provincia di Udine
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
