San Vito di Fagagna comune,San Vito di Fagagna comune.1
(IT) San Vito di Fagagna (FUR) San Vît di Feagne[1],(IT) San Vito di Fagagna (FUR) San Vît di Feagne[1]
,
"San Vito di Fagagna – VedutaChiesa dei Santi Vito, Modesto e Crescenzia martiri","San Vito di Fagagna – VedutaChiesa dei Santi Vito, Modesto e Crescenzia martiri"
Localizzazione,Localizzazione
Stato,Italia
Regione,Friuli-Venezia Giulia
Provincia,Udine
Amministrazione,Amministrazione
Sindaco,Sergio Zucchiatti (lista civica) dal 10-6-2024
Territorio,Territorio
Coordinate,46°05′N 13°04′E
Altitudine,135 m s.l.m.
Superficie,"8,57 km²"
Abitanti,1 675[2] (30-11-2025)
Densità,"195,45 ab./km²"
Frazioni,"Ruscletto, Silvella[3]"
Comuni confinanti,"Coseano, Fagagna, Mereto di Tomba, Rive d'Arcano"
Altre informazioni,Altre informazioni
Lingue,"italiano, friulano"
Cod. postale,33030
Prefisso,0432
Fuso orario,UTC+1
Codice ISTAT,030106
Cod. catastale,I405
Targa,UD
Cl. sismica,zona 2 (sismicità media)[4]
Cl. climatica,"zona E, 2 353 GG[5]"
Nome abitanti,sanvitesi
Patrono,"santi Vito, Modesto e Crescenzia"
Giorno festivo,15 giugno
Cartografia,Cartografia
San Vito di Fagagna,San Vito di Fagagna
San Vito di Fagagna – MappaPosizione del comune di San Vito di Fagagna nella ex provincia di Udine,San Vito di Fagagna – MappaPosizione del comune di San Vito di Fagagna nella ex provincia di Udine
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
