Ragogna comune,Ragogna comune.1
(IT) Ragogna (FUR) Ruvigne[1],(IT) Ragogna (FUR) Ruvigne[1]
,
"Ragogna – VedutaSan Pietro, San Giacomo e Pignano al tramonto, visti dal castello di Pinzano","Ragogna – VedutaSan Pietro, San Giacomo e Pignano al tramonto, visti dal castello di Pinzano"
Localizzazione,Localizzazione
Stato,Italia
Regione,Friuli-Venezia Giulia
Provincia,Udine
Amministrazione,Amministrazione
Sindaco,Claudio Maestra (lista civica) dal 10-6-2024
Territorio,Territorio
Coordinate,46°10′24.68″N 12°58′56.71″E
Altitudine,235 m s.l.m.
Superficie,"22,03 km²"
Abitanti,2 851[2] (30-11-2025)
Densità,"129,41 ab./km²"
Frazioni,"Muris, Pignano, San Giacomo (sede comunale), San Pietro, Villuzza Località: Cà Farra, Canodusso, San Giovanni in Monte[3]"
Comuni confinanti,"Forgaria nel Friuli, Pinzano al Tagliamento (PN), San Daniele del Friuli"
Altre informazioni,Altre informazioni
Lingue,"italiano, friulano"
Cod. postale,33030
Prefisso,0432
Fuso orario,UTC+1
Codice ISTAT,030087
Cod. catastale,H161
Targa,UD
Cl. sismica,zona 2 (sismicità media)[4]
Cl. climatica,"zona E, 2 509 GG[5]"
Nome abitanti,ragognesi
Patrono,san Giacomo
Giorno festivo,25 luglio
Cartografia,Cartografia
Ragogna,Ragogna
Ragogna – MappaPosizione del comune di Ragogna nella ex provincia di Udine,Ragogna – MappaPosizione del comune di Ragogna nella ex provincia di Udine
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
