Guagnano comune,Guagnano comune.1
,
Guagnano – Veduta,Guagnano – Veduta
Localizzazione,Localizzazione
Stato,Italia
Regione,Puglia
Provincia,Lecce
Amministrazione,Amministrazione
Sindaco,François Imperiale (lista civica) dal 12-6-2022
Territorio,Territorio
Coordinate,40°24′N 17°57′E
Altitudine,44 m s.l.m.
Superficie,"38,03 km²"
Abitanti,5 280[1] (30-11-2025)
Densità,"138,84 ab./km²"
Frazioni,Villa Baldassarri
Comuni confinanti,"Campi Salentina, Cellino San Marco (BR), Salice Salentino, San Donaci (BR), San Pancrazio Salentino (BR)"
Altre informazioni,Altre informazioni
Cod. postale,73010
Prefisso,0832
Fuso orario,UTC+1
Codice ISTAT,075034
Cod. catastale,E227
Targa,LE
Cl. sismica,zona 4 (sismicità molto bassa)[2]
Cl. climatica,"zona C, 1 133 GG[3]"
Nome abitanti,guagnanesi
Patrono,Madonna del Rosario
Giorno festivo,7 ottobre
Cartografia,Cartografia
Guagnano,Guagnano
Guagnano – MappaPosizione del comune di Guagnano all'interno della provincia di Lecce,Guagnano – MappaPosizione del comune di Guagnano all'interno della provincia di Lecce
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
