San Donato di Lecce comune,San Donato di Lecce comune.1
,
San Donato di Lecce – Veduta,San Donato di Lecce – Veduta
Localizzazione,Localizzazione
Stato,Italia
Regione,Puglia
Provincia,Lecce
Amministrazione,Amministrazione
Sindaco,Alessandro quarta (lista civica La città di tutti) dal 10-6-2018 (2º mandato dal 15-2-2023)
Territorio,Territorio
Coordinate,40°16′N 18°11′E
Altitudine,70 m s.l.m.
Superficie,"21,58 km²"
Abitanti,5 359[1] (30-11-2025)
Densità,"248,33 ab./km²"
Frazioni,Galugnano
Comuni confinanti,"Caprarica di Lecce, Cavallino, Lequile, San Cesario di Lecce, Soleto, Sternatia"
Altre informazioni,Altre informazioni
Cod. postale,73010
Prefisso,0832
Fuso orario,UTC+1
Codice ISTAT,075069
Cod. catastale,H826
Targa,LE
Cl. sismica,zona 4 (sismicità molto bassa)[2]
Cl. climatica,"zona C, 1 202 GG[3]"
Nome abitanti,sandonatesi o sandonatini
Patrono,san Donato d'Arezzo
Giorno festivo,7 agosto
Cartografia,Cartografia
San Donato di Lecce,San Donato di Lecce
San Donato di Lecce – MappaPosizione del comune di San Donato di Lecce all'interno della provincia di Lecce,San Donato di Lecce – MappaPosizione del comune di San Donato di Lecce all'interno della provincia di Lecce
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
