Sondalo comune,Sondalo comune.1
,
Sondalo – VedutaVeduta di Sondalo,Sondalo – VedutaVeduta di Sondalo
Localizzazione,Localizzazione
Stato,Italia
Regione,Lombardia
Provincia,Sondrio
Amministrazione,Amministrazione
Sindaco,Ilaria Peraldini (lista civica Obiettivi in comune) dal 26-5-2019 (2º mandato dal 9-6-2024)
Territorio,Territorio
Coordinate,46°20′N 10°20′E
Altitudine,940 m s.l.m.
Superficie,"95,45 km²"
Abitanti,3 868[1] (30-11-2025)
Densità,"40,52 ab./km²"
Frazioni,"Mondadizza, Grailé, Le Prese, Frontale, Fumero, Migiondo, Sommacologna, Sontiolo[2]"
Sottodivisioni ulteriori,"Taronno[N 1], Montefeleito[N 2], Bolladore[N 3], Verzedo[N 4]"
Comuni confinanti,"Grosio, Valdisotto, Valfurva, Ponte di Legno (BS), Vezza d'Oglio (BS)"
Altre informazioni,Altre informazioni
Cod. postale,23035
Prefisso,0342
Fuso orario,UTC+1
Codice ISTAT,014060
Cod. catastale,I828
Targa,SO
Cl. sismica,zona 3 (sismicità bassa)[3]
Cl. climatica,"zona F, 3 403 GG[4]"
Nome abitanti,sondalini
Patrono,sant'Agnese
Giorno festivo,21 gennaio
Cartografia,Cartografia
Sondalo,Sondalo
Sondalo – MappaPosizione del comune di Sondalo nella provincia di Sondrio,Sondalo – MappaPosizione del comune di Sondalo nella provincia di Sondrio
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
