Summonte comune,Summonte comune.1
,
Summonte – Veduta,Summonte – Veduta
Localizzazione,Localizzazione
Stato,Italia
Regione,Campania
Provincia,Avellino
Amministrazione,Amministrazione
Sindaco,Ivo Capone (lista civica) dal 2023
Territorio,Territorio
Coordinate,40°57′N 14°45′E
Altitudine,738 m s.l.m.
Superficie,"12,37 km²"
Abitanti,1 469[1] (30-11-2025)
Densità,"118,76 ab./km²"
Frazioni,"Embriciera, Starze"
Comuni confinanti,"Avellino, Capriglia Irpina, Mercogliano, Ospedaletto d'Alpinolo, Pannarano (BN), Pietrastornina, Quadrelle, Sant'Angelo a Scala, Sirignano, Sperone"
Altre informazioni,Altre informazioni
Cod. postale,83010
Prefisso,0825
Fuso orario,UTC+1
Codice ISTAT,064105
Cod. catastale,L004
Targa,AV
Cl. sismica,zona 2 (sismicità media)[2]
Cl. climatica,"zona E, 2 427 GG[3]"
Nome abitanti,summontesi
Patrono,san Nicola di Bari
Giorno festivo,6 dicembre
Cartografia,Cartografia
Summonte,Summonte
Summonte – MappaIl comune di Summonte all'interno della provincia di Avellino,Summonte – MappaIl comune di Summonte all'interno della provincia di Avellino
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
