Solofra comune,Solofra comune.1
,
Solofra – VedutaPanorama dal castello di Solofra.,Solofra – VedutaPanorama dal castello di Solofra.
Localizzazione,Localizzazione
Stato,Italia
Regione,Campania
Provincia,Avellino
Amministrazione,Amministrazione
Sindaco,Nicola Moretti (Per la nostra Solofra) dal 18-9-2023
Territorio,Territorio
Coordinate,40°50′N 14°51′E
Altitudine,400 m s.l.m.
Superficie,"22,21 km²"
Abitanti,11 931[1] (30-11-2025)
Densità,"537,19 ab./km²"
Frazioni,"Sant'Agata Irpina, Sant'Andrea Apostolo"
Comuni confinanti,"Aiello del Sabato, Calvanico (SA), Contrada, Montoro, Serino"
Altre informazioni,Altre informazioni
Cod. postale,83029
Prefisso,0825
Fuso orario,UTC+1
Codice ISTAT,064101
Cod. catastale,I805
Targa,AV
Cl. sismica,zona 2 (sismicità media)[2]
Cl. climatica,"zona D, 1 870 GG[3]"
Nome abitanti,solofrani
Patrono,san Michele Arcangelo
Giorno festivo,29 settembre
Cartografia,Cartografia
Solofra,Solofra
Solofra – MappaPosizione del comune all'interno della provincia di Avellino,Solofra – MappaPosizione del comune all'interno della provincia di Avellino
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
