San Giuliano di Puglia comune,San Giuliano di Puglia comune.1
,
San Giuliano di Puglia – Veduta,San Giuliano di Puglia – Veduta
Localizzazione,Localizzazione
Stato,Italia
Regione,Molise
Provincia,Campobasso
Amministrazione,Amministrazione
Sindaco,Antonello Nardelli (Il paese che vorrei) dal 10-6-2024
Territorio,Territorio
Coordinate,41°41′N 14°58′E
Altitudine,453 m s.l.m.
Superficie,"42,05 km²"
Abitanti,962[1] (30-11-2025)
Densità,"22,88 ab./km²"
Comuni confinanti,"Bonefro, Casalnuovo Monterotaro (FG), Castelnuovo della Daunia (FG), Colletorto, Sant'Elia a Pianisi, Santa Croce di Magliano"
Altre informazioni,Altre informazioni
Cod. postale,86040
Prefisso,0874
Fuso orario,UTC+1
Codice ISTAT,070068
Cod. catastale,H929
Targa,CB
Cl. sismica,zona 2 (sismicità media)[2]
Cl. climatica,"zona D, 1 919 GG[3]"
Nome abitanti,sangiulianesi
Patrono,Giuliano di Sora
Giorno festivo,21 maggio
Cartografia,Cartografia
San Giuliano di Puglia,San Giuliano di Puglia
San Giuliano di Puglia – MappaPosizione del comune di San Giuliano di Puglia nella provincia di Campobasso,San Giuliano di Puglia – MappaPosizione del comune di San Giuliano di Puglia nella provincia di Campobasso
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
