Santa Croce di Magliano comune,Santa Croce di Magliano comune.1
,
Santa Croce di Magliano – Veduta,Santa Croce di Magliano – Veduta
Localizzazione,Localizzazione
Stato,Italia
Regione,Molise
Provincia,Campobasso
Amministrazione,Amministrazione
Sindaco,Alberto Florio (lista civica Insieme per Santa Croce) dal 27-5-2019 (2º mandato dal 9-6-2024)
Territorio,Territorio
Coordinate,41°43′N 14°59′E
Altitudine,608 m s.l.m.
Superficie,"53,37 km²"
Abitanti,3 825[1] (30-11-2025)
Densità,"71,67 ab./km²"
Comuni confinanti,"Bonefro, Castelnuovo della Daunia (FG), Montelongo, Rotello, San Giuliano di Puglia, Torremaggiore (FG)"
Altre informazioni,Altre informazioni
Cod. postale,86047
Prefisso,0874
Fuso orario,UTC+1
Codice ISTAT,070072
Cod. catastale,I181
Targa,CB
Cl. sismica,zona 2 (sismicità media)[2]
Cl. climatica,"zona E, 2 142 GG[3]"
Nome abitanti,santacrocesi
Patrono,sant'Antonio di Padova
Giorno festivo,13 giugno
Cartografia,Cartografia
Santa Croce di Magliano,Santa Croce di Magliano
Santa Croce di Magliano – MappaPosizione del comune di Santa Croce di Magliano nella provincia di Campobasso,Santa Croce di Magliano – MappaPosizione del comune di Santa Croce di Magliano nella provincia di Campobasso
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
