Bompietro comune,Bompietro comune.1
,
Bompietro – VedutaLa chiesa madre di Bompietro,Bompietro – VedutaLa chiesa madre di Bompietro
Localizzazione,Localizzazione
Stato,Italia
Regione,Sicilia
Città metropolitana,Palermo
Amministrazione,Amministrazione
Sindaco,Pier Calogero D’Anna (lista civica) dal 28-4-2019
Territorio,Territorio
Coordinate,37°45′N 14°06′E
Altitudine,685 m s.l.m.
Superficie,"42,41 km²"
Abitanti,1 142[1] (30-11-2025)
Densità,"26,93 ab./km²"
Frazioni,"Chiarisi - Cicchettoni, Guarraia, Locati, Salerna"
Comuni confinanti,"Alimena, Blufi, Calascibetta (EN), Gangi, Petralia Soprana, Resuttano (CL) Villarosa (EN)"
Altre informazioni,Altre informazioni
Cod. postale,90020
Prefisso,0921
Fuso orario,UTC+1
Codice ISTAT,082012
Cod. catastale,A958
Targa,PA
Cl. sismica,zona 2 (sismicità media)[2]
Cl. climatica,"zona D, 1 715 GG[3]"
Nome abitanti,bompietrini
Patrono,Madonna delle Grazie
Giorno festivo,25 e 26 agosto
Cartografia,Cartografia
Bompietro,Bompietro
Bompietro – MappaPosizione del comune di Bompietro nella città metropolitana di Palermo,Bompietro – MappaPosizione del comune di Bompietro nella città metropolitana di Palermo
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
