Pandino comune,Pandino comune.1
Pandi'(Cremasco),Pandi'(Cremasco)
,
Pandino – VedutaVia Umberto I,Pandino – VedutaVia Umberto I
Localizzazione,Localizzazione
Stato,Italia
Regione,Lombardia
Provincia,Cremona
Amministrazione,Amministrazione
Sindaco,Piergiacomo Bonaventi (centro-destra) dal 27-6-2019 (2º mandato dal 9-6-2024)
Territorio,Territorio
Coordinate,45°24′N 9°33′E
Altitudine,85 m s.l.m.
Superficie,"22,3 km²"
Abitanti,8 944[1] (30-11-2025)
Densità,"401,08 ab./km²"
Frazioni,"Gradella, Nosadello"
Comuni confinanti,"Agnadello, Dovera, Monte Cremasco, Palazzo Pignano, Rivolta d'Adda, Spino d'Adda"
Altre informazioni,Altre informazioni
Cod. postale,26025
Prefisso,0373
Fuso orario,UTC+1
Codice ISTAT,019067
Cod. catastale,G 306
Targa,CR
Cl. sismica,zona 3 (sismicità bassa)[2]
Cl. climatica,"zona E, 2 557 GG[3]"
Nome abitanti,pandinesi
Patrono,santa Margherita
Giorno festivo,terza domenica di ottobre
Soprannome,Pandì
Cartografia,Cartografia
Pandino,Pandino
Pandino – MappaPosizione del comune di Pandino nella provincia di Cremona,Pandino – MappaPosizione del comune di Pandino nella provincia di Cremona
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
