Taleggio comune,Taleggio comune.1
,
Taleggio – VedutaLa frazione di Pizzino,Taleggio – VedutaLa frazione di Pizzino
Localizzazione,Localizzazione
Stato,Italia
Regione,Lombardia
Provincia,Bergamo
Amministrazione,Amministrazione
Capoluogo,Sottochiesa
Sindaco,Gianluca Arnoldi (lista civica) dall'8-06-2024
Territorio,Territorio
Coordinate del capoluogo,45°54′00″N 9°34′00.01″E
Altitudine,758 m s.l.m.
Superficie,"46,59 km²"
Abitanti,540[1] (30-11-2025)
Densità,"11,59 ab./km²"
Frazioni,"Olda, Peghera, Pizzino, Sottochiesa (sede comunale)[2]"
Comuni confinanti,"Camerata Cornello, Cassiglio, Fuipiano Valle Imagna, San Giovanni Bianco, Val Brembilla, Vedeseta"
Altre informazioni,Altre informazioni
Cod. postale,24010
Prefisso,0345
Fuso orario,UTC+1
Codice ISTAT,016210
Cod. catastale,L037
Targa,BG
Cl. sismica,zona 3 (sismicità bassa)[3]
Cl. climatica,"zona F, 3 146 GG[4]"
Nome abitanti,taleggini
Patrono,san Giovanni Battista
Giorno festivo,24 giugno
Cartografia,Cartografia
Sottochiesa,Sottochiesa
Taleggio – MappaPosizione del comune di Taleggio nella provincia di Bergamo,Taleggio – MappaPosizione del comune di Taleggio nella provincia di Bergamo
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
