Dalmine comune,Dalmine comune.1
,
Dalmine – VedutaChiesa parrocchiale di San Giuseppe,Dalmine – VedutaChiesa parrocchiale di San Giuseppe
Localizzazione,Localizzazione
Stato,Italia
Regione,Lombardia
Provincia,Bergamo
Amministrazione,Amministrazione
Sindaco,Francesco Bramani (Lega) dal 9-6-2019
Territorio,Territorio
Coordinate,45°39′N 9°36′E
Altitudine,207 m s.l.m.
Superficie,"11,81[1] km²"
Abitanti,23 806[2] (30-11-2025)
Densità,"2 015,75 ab./km²"
Frazioni,nessuna; vedi Quartieri
Comuni confinanti,"Bonate Sotto, Filago, Lallio, Levate, Osio Sopra, Stezzano, Treviolo"
Altre informazioni,Altre informazioni
Cod. postale,24044
Prefisso,035
Fuso orario,UTC+1
Codice ISTAT,016091
Cod. catastale,D245
Targa,BG
Cl. sismica,zona 3 (sismicità bassa)[3]
Cl. climatica,"zona E, 2 473 GG[4]"
Nome abitanti,dalminesi
Patrono,san Giuseppe
Giorno festivo,19 marzo
Cartografia,Cartografia
Dalmine,Dalmine
Dalmine – MappaPosizione del comune di Dalmine nella provincia di Bergamo,Dalmine – MappaPosizione del comune di Dalmine nella provincia di Bergamo
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
