Oricola comune,Oricola comune.1
,
Oricola – VedutaIl castello di Oricola,Oricola – VedutaIl castello di Oricola
Localizzazione,Localizzazione
Stato,Italia
Regione,Abruzzo
Provincia,L'Aquila
Amministrazione,Amministrazione
Sindaco,Antonio Paraninfi (Lista civica Partecipazione e continuità) dal 27-5-2013 (3º mandato dal 15-5-2023)
Territorio,Territorio
Coordinate,42°03′01″N 13°02′22.3″E
Altitudine,810 m s.l.m.
Superficie,"18,36 km²"
Abitanti,1 274[1] (30-11-2025)
Densità,"69,39 ab./km²"
Frazioni,Civita
Comuni confinanti,"Arsoli (RM), Carsoli, Pereto, Riofreddo (RM), Rocca di Botte, Vallinfreda (RM), Vivaro Romano (RM)"
Altre informazioni,Altre informazioni
Cod. postale,67063
Prefisso,0863
Fuso orario,UTC+1
Codice ISTAT,066062
Cod. catastale,G102
Targa,AQ
Cl. sismica,zona 2 (sismicità media)[2]
Cl. climatica,"zona E, 2 738 GG[3]"
Nome abitanti,oricolani
Patrono,santa Restituta
Giorno festivo,17 maggio
Cartografia,Cartografia
Oricola,Oricola
Oricola – MappaPosizione del comune di Oricola all'interno della provincia dell'Aquila,Oricola – MappaPosizione del comune di Oricola all'interno della provincia dell'Aquila
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
