San Benedetto in Perillis comune,San Benedetto in Perillis comune.1
,
San Benedetto in Perillis – VedutaPanorama,San Benedetto in Perillis – VedutaPanorama
Localizzazione,Localizzazione
Stato,Italia
Regione,Abruzzo
Provincia,L'Aquila
Amministrazione,Amministrazione
Sindaco,Laura D'Abrizio (lista civica Uniti per San Benedetto) dal 21-9-2020
Territorio,Territorio
Coordinate,42°11′07″N 13°46′18″E
Altitudine,878 m s.l.m.
Superficie,"19,1 km²"
Abitanti,102[1] (30-11-2025)
Densità,"5,34 ab./km²"
Comuni confinanti,"Acciano, Collepietro, Molina Aterno, Navelli, Popoli Terme (PE), Vittorito"
Altre informazioni,Altre informazioni
Cod. postale,67020
Prefisso,0862
Fuso orario,UTC+1
Codice ISTAT,066086
Cod. catastale,H773
Targa,AQ
Cl. sismica,zona 1 (sismicità alta)[2]
Cl. climatica,"zona E, 2 860 GG[3]"
Nome abitanti,sanbenedettini
Patrono,"san Benedetto, Madonna di Casaluce"
Giorno festivo,"21 marzo, 6 giugno"
Cartografia,Cartografia
San Benedetto in Perillis,San Benedetto in Perillis
San Benedetto in Perillis – MappaPosizione del comune di San Benedetto in Perillis all'interno della provincia dell'Aquila,San Benedetto in Perillis – MappaPosizione del comune di San Benedetto in Perillis all'interno della provincia dell'Aquila
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
