Travagliato comune,Travagliato comune.1
,
Travagliato – VedutaPiazza Libertà,Travagliato – VedutaPiazza Libertà
Localizzazione,Localizzazione
Stato,Italia
Regione,Lombardia
Provincia,Brescia
Amministrazione,Amministrazione
Sindaco,Renato Pasinetti (Lega Nord) dal 1-6-2015 (2º mandato dal 22-9-2020)
Territorio,Territorio
Coordinate,45°31′26.3″N 10°04′47″E
Altitudine,129 m s.l.m.
Superficie,"17,74 km²"
Abitanti,13 998[1] (30-11-2025)
Densità,"789,06 ab./km²"
Comuni confinanti,"Berlingo, Castegnato, Cazzago San Martino, Lograto, Ospitaletto, Roncadelle, Rovato, Torbole Casaglia"
Altre informazioni,Altre informazioni
Cod. postale,25039
Prefisso,030
Fuso orario,UTC+1
Codice ISTAT,017188
Cod. catastale,L339
Targa,BS
Cl. sismica,zona 3 (sismicità bassa)[2]
Cl. climatica,"zona E, 2 410 GG[3]"
Nome abitanti,travagliatesi
Patrono,san Pietro e Paolo
Giorno festivo,29 giugno
Cartografia,Cartografia
Travagliato,Travagliato
Travagliato – MappaPosizione del comune di Travagliato nella provincia di Brescia,Travagliato – MappaPosizione del comune di Travagliato nella provincia di Brescia
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
