Lodrino comune,Lodrino comune.1
,
Lodrino – VedutaPanorama di Lodrino,Lodrino – VedutaPanorama di Lodrino
Localizzazione,Localizzazione
Stato,Italia
Regione,Lombardia
Provincia,Brescia
Amministrazione,Amministrazione
Sindaco,Bruno Bettinsoli (lista civica Per Lodrino) dal 27-5-2019
Territorio,Territorio
Coordinate,45°43′N 10°17′E
Altitudine,725 m s.l.m.
Superficie,"16,5 km²"
Abitanti,1 629[1] (30-11-2025)
Densità,"98,73 ab./km²"
Frazioni,Invico
Comuni confinanti,"Casto, Marcheno, Marmentino, Pertica Alta, Tavernole sul Mella"
Altre informazioni,Altre informazioni
Cod. postale,25060
Prefisso,030
Fuso orario,UTC+1
Codice ISTAT,017090
Cod. catastale,E652
Targa,BS
Cl. sismica,zona 3 (sismicità bassa)[2]
Cl. climatica,"zona F, 3 233 GG[3]"
Nome abitanti,Lodrinesi
Patrono,San Vigilio
Giorno festivo,26 giugno
Cartografia,Cartografia
Lodrino,Lodrino
Lodrino – MappaPosizione del comune di Lodrino nella provincia di Brescia,Lodrino – MappaPosizione del comune di Lodrino nella provincia di Brescia
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
