Arpaise comune,Arpaise comune.1
,
Arpaise – VedutaIl municipio,Arpaise – VedutaIl municipio
Localizzazione,Localizzazione
Stato,Italia
Regione,Campania
Provincia,Benevento
Amministrazione,Amministrazione
Sindaco,Vincenzo Forni Rossi (lista civica Tra la gente con la gente) dal 10-6-2018
Territorio,Territorio
Coordinate,41°01′31.96″N 14°45′07.43″E
Altitudine,410 m s.l.m.
Superficie,"6,66 km²"
Abitanti,727[1] (30-11-2025)
Densità,"109,16 ab./km²"
Frazioni,Terranova[2]
Comuni confinanti,"Altavilla Irpina (AV), Ceppaloni, Pietrastornina (AV), Roccabascerana (AV)"
Altre informazioni,Altre informazioni
Cod. postale,82010
Prefisso,0824
Fuso orario,UTC+1
Codice ISTAT,062006
Cod. catastale,A432
Targa,BN
Cl. sismica,zona 2 (sismicità media)[3]
Cl. climatica,"zona D, 1 816 GG[4]"
Nome abitanti,arpaisani
Patrono,san Rocco
Giorno festivo,18 agosto
Cartografia,Cartografia
Arpaise,Arpaise
Arpaise – MappaPosizione del comune di Arpaise nella provincia di Benevento,Arpaise – MappaPosizione del comune di Arpaise nella provincia di Benevento
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
