Agropoli comune,Agropoli comune.1
,
Agropoli – VedutaVeduta del porto turistico,Agropoli – VedutaVeduta del porto turistico
Localizzazione,Localizzazione
Stato,Italia
Regione,Campania
Provincia,Salerno
Amministrazione,Amministrazione
Sindaco,Roberto Antonio Mutalipassi (PD) dal 13-6-2022
Territorio,Territorio
Coordinate,40°20′48.84″N 14°59′47.58″E
Altitudine,24 m s.l.m.
Superficie,"32,51 km²"
Abitanti,21 381[1] (30-11-2025)
Densità,"657,67 ab./km²"
Frazioni,vedi elenco
Comuni confinanti,"Capaccio Paestum, Castellabate, Cicerale, Laureana Cilento, Ogliastro Cilento, Prignano Cilento, Torchiara"
Altre informazioni,Altre informazioni
Cod. postale,84043
Prefisso,0974
Fuso orario,UTC+1
Codice ISTAT,065002
Cod. catastale,A091
Targa,SA
Cl. sismica,zona 3 (sismicità bassa)[2]
Cl. climatica,"zona C, 1 021 GG[3]"
Nome abitanti,agropolesi[4]
Patrono,santi Pietro e Paolo
Giorno festivo,29 giugno
Cartografia,Cartografia
Agropoli,Agropoli
Agropoli – MappaPosizione del comune di Agropoli all'interno della provincia di Salerno,Agropoli – MappaPosizione del comune di Agropoli all'interno della provincia di Salerno
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
