Laurino comune,Laurino comune.1
,
Laurino – Veduta,Laurino – Veduta
Localizzazione,Localizzazione
Stato,Italia
Regione,Campania
Provincia,Salerno
Amministrazione,Amministrazione
Sindaco,Romano Gregorio (lista civica Alba per Un Futuro Comune) dal 29-3-2010 (3º mandato dal 22-9-2020)
Territorio,Territorio
Coordinate,40°20′N 15°20′E
Altitudine,531 m s.l.m.
Superficie,"70,46 km²"
Abitanti,1 201[1] (30-11-2025)
Densità,"17,05 ab./km²"
Frazioni,"Pruno, Villa Littorio"
Comuni confinanti,"Bellosguardo, Campora, Felitto, Magliano Vetere, Novi Velia, Piaggine, Rofrano, Roscigno, Sacco, Stio, Valle dell'Angelo"
Altre informazioni,Altre informazioni
Cod. postale,84057
Prefisso,0974
Fuso orario,UTC+1
Codice ISTAT,065061
Cod. catastale,E485
Targa,SA
Cl. sismica,zona 2 (sismicità media)[2]
Cl. climatica,"zona D, 1 841 GG[3]"
Nome abitanti,laurinesi
Patrono,sant'Elena di Laurino
Giorno festivo,22 maggio
Cartografia,Cartografia
Laurino,Laurino
Laurino – MappaPosizione del comune di Laurino all'interno della provincia di Salerno,Laurino – MappaPosizione del comune di Laurino all'interno della provincia di Salerno
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
