Trentinara comune,Trentinara comune.1
,
Trentinara – Veduta,Trentinara – Veduta
Localizzazione,Localizzazione
Stato,Italia
Regione,Campania
Provincia,Salerno
Amministrazione,Amministrazione
Sindaco,Rosario Carione (lista civica) dal 16-5-2011
Territorio,Territorio
Coordinate,40°24′N 15°07′E
Altitudine,606 m s.l.m.
Superficie,"23,44 km²"
Abitanti,1 570[1] (30-11-2025)
Densità,"66,98 ab./km²"
Comuni confinanti,"Capaccio Paestum, Cicerale, Giungano, Monteforte Cilento, Roccadaspide"
Altre informazioni,Altre informazioni
Cod. postale,84070
Prefisso,0828
Fuso orario,UTC+1
Codice ISTAT,065152
Cod. catastale,L377
Targa,SA
Cl. sismica,zona 2 (sismicità media)[2]
Cl. climatica,"zona D, 2 008 GG[3]"
Nome abitanti,trentinaresi
Patrono,santa Irene di Tessalonica
Giorno festivo,16 ottobre
Cartografia,Cartografia
Trentinara,Trentinara
Trentinara – MappaPosizione del comune di Trentinara all'interno della provincia di Salerno,Trentinara – MappaPosizione del comune di Trentinara all'interno della provincia di Salerno
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
