Cervasca comune,Cervasca comune.1
,
Cervasca – Veduta,Cervasca – Veduta
Localizzazione,Localizzazione
Stato,Italia
Regione,Piemonte
Provincia,Cuneo
Amministrazione,Amministrazione
Sindaco,Enzo Garnerone (lista civica) dal 2019
Territorio,Territorio
Coordinate,44°23′N 7°28′E
Altitudine,578 m s.l.m.
Superficie,"18,24 km²"
Abitanti,5 220[1] (30-11-2025)
Densità,"286,18 ab./km²"
Frazioni,"Case Audisio, San Bernardo, San Defendente, San Michele, Santa Croce"
Comuni confinanti,"Bernezzo, Caraglio, Cuneo, Roccasparvera, Vignolo"
Altre informazioni,Altre informazioni
Cod. postale,12010
Prefisso,0171
Fuso orario,UTC+1
Codice ISTAT,004064
Cod. catastale,C547
Targa,CN
Cl. sismica,zona 3s (sismicità bassa)[2]
Cl. climatica,"zona F, 3 066 GG[3]"
Nome abitanti,cervaschesi
Patrono,Madonna del Carmine
Giorno festivo,16 luglio
Cartografia,Cartografia
Cervasca,Cervasca
Cervasca – MappaPosizione del comune di Cervasca nella provincia di Cuneo,Cervasca – MappaPosizione del comune di Cervasca nella provincia di Cuneo
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
