Molteno comune,Molteno comune.1
,
Molteno – VedutaPanorama,Molteno – VedutaPanorama
Localizzazione,Localizzazione
Stato,Italia
Regione,Lombardia
Provincia,Lecco
Amministrazione,Amministrazione
Sindaco,Giuseppe Chiarella (Vivi Molteno) dal 26-5-2019
Territorio,Territorio
Coordinate,45°47′N 9°18′E
Altitudine,292 m s.l.m.
Superficie,"3,12 km²"
Abitanti,3 526[1] (30-11-2025)
Densità,"1 130,13 ab./km²"
Frazioni,"Coroldo, Gaesso, Luzzana, Molino, Paolina, Pascolo, Molera, Raviola[2]"
Comuni confinanti,"Annone di Brianza, Bosisio Parini, Costa Masnaga, Garbagnate Monastero, Oggiono, Rogeno, Sirone"
Altre informazioni,Altre informazioni
Cod. postale,23847
Prefisso,031
Fuso orario,UTC+1
Codice ISTAT,097051
Cod. catastale,F304
Targa,LC
Cl. sismica,zona 3 (sismicità bassa)[3]
Cl. climatica,"zona E, 2 484 GG[4]"
Nome abitanti,moltenesi
Patrono,san Giorgio
Giorno festivo,23 aprile
Cartografia,Cartografia
Molteno,Molteno
Molteno – MappaPosizione del comune di Molteno nella provincia di Lecco,Molteno – MappaPosizione del comune di Molteno nella provincia di Lecco
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
