Mondaino comune,Mondaino comune.1
,
Mondaino – Veduta,Mondaino – Veduta
Localizzazione,Localizzazione
Stato,Italia
Regione,Emilia-Romagna
Provincia,Rimini
Amministrazione,Amministrazione
Sindaco,Enrico Dinunzio (commissario prefettizio) dal 19-02-2026
Territorio,Territorio
Coordinate,43°51′21.24″N 12°40′17.33″E
Altitudine,420[1] m s.l.m.
Superficie,"19,84 km²"
Abitanti,1 362[2] (30-11-2025)
Densità,"68,65 ab./km²"
Frazioni,"Laureto, Montespino, Pieggia, San Teodoro, Ca'Battistoni, Montepetrino, Rio Salso"
Comuni confinanti,"Montecalvo in Foglia (PU), Montefiore Conca, Montegridolfo, Saludecio, Tavoleto (PU), Tavullia (PU), Urbino (PU)"
Altre informazioni,Altre informazioni
Cod. postale,47836
Prefisso,0541
Fuso orario,UTC+1
Codice ISTAT,099006
Cod. catastale,F346
Targa,RN
Cl. sismica,zona 2 (sismicità media)[3]
Cl. climatica,"zona E, 2 669 GG[4]"
Nome abitanti,mondainesi
Patrono,san Michele Arcangelo
Giorno festivo,29 settembre
Cartografia,Cartografia
Mondaino,Mondaino
Mondaino – MappaPosizione del comune di Mondaino all'interno della provincia di Rimini,Mondaino – MappaPosizione del comune di Mondaino all'interno della provincia di Rimini
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
