Provincia di Belluno provincia montana di confine,Provincia di Belluno provincia montana di confine.1
,
"Provincia di Belluno – VedutaIl monte Pelmo, 2025","Provincia di Belluno – VedutaIl monte Pelmo, 2025"
Localizzazione,Localizzazione
Stato,Italia
Regione,Veneto
Amministrazione,Amministrazione
Capoluogo,Belluno
Presidente,Roberto Padrin (centro-sinistra) dal 10-9-2017
Data di istituzione,20 novembre 1866 (de facto)[1] 17 agosto 1866 (de iure)[2]
Territorio,Territorio
Coordinate del capoluogo,46°08′27″N 12°12′56″E
Superficie,"3 610,20 km²"
Abitanti,197 339[3] (30-11-2025)
Densità,"54,66 ab./km²"
Comuni,60 comuni
Province confinanti,"Lienz (Austria), Hermagor (Austria), Bolzano, Pordenone, Trento, Treviso, Vicenza, Udine"
Altre informazioni,Altre informazioni
Lingue,"italiano, ladino"
Cod. postale,32100 (Belluno) 32010 - 32047 (altri comuni)
Prefisso,"0435, 0436, 0437, 0439"
Fuso orario,UTC+1
ISO 3166-2,IT-BL
Codice ISTAT,025
Targa,BL
PIL procapite,(nominale) 29453 €
Cartografia,Cartografia
Provincia di Belluno – Localizzazione,Provincia di Belluno – Localizzazione
Provincia di Belluno – MappaPosizione della provincia di Belluno all'interno del Veneto,Provincia di Belluno – MappaPosizione della provincia di Belluno all'interno del Veneto
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
