Valle d'Aosta regione a statuto speciale,Valle d'Aosta regione a statuto speciale.1
(IT) Regione Autonoma Valle d'Aosta (FR) Région Autonome Vallée d'Aoste,(IT) Regione Autonoma Valle d'Aosta (FR) Région Autonome Vallée d'Aoste
(dettagli),(dettagli)
"Valle d'Aosta – VedutaIl castello di Fénis, uno dei simboli della Valle d'Aosta, 2023","Valle d'Aosta – VedutaIl castello di Fénis, uno dei simboli della Valle d'Aosta, 2023"
Localizzazione,Localizzazione
Stato,Italia
Amministrazione,Amministrazione
Capoluogo,Aosta
Presidente,Renzo Testolin (Union Valdôtaine) dal 2-3-2023
Lingue ufficiali,"italiano, francese"
Data di istituzione,26 febbraio 1948[1]
Territorio,Territorio
Coordinate del capoluogo,45°44′14″N 7°19′14″E
Altitudine,951 m s.l.m.
Superficie,"3 260,9[2] km²"
Abitanti,122 547[3] (30-11-2025)
Densità,"37,58 ab./km²"
Province,nessuna[4]
Comuni,74[5]
Regioni confinanti,"Alvernia-Rodano-Alpi (Francia), Piemonte, Vallese (Svizzera)"
Altre informazioni,Altre informazioni
Lingue,ufficiali: italiano francese riconosciuta: francoprovenzale valdostano protetta: walser
Cod. postale,11100 (Aosta) 11010 - 11029 (altri comuni)
Prefisso,0165-0166-0125
Fuso orario,UTC+1
ISO 3166-2,IT-23
Codice ISTAT,"02, 007"
Targa,AO
Nome abitanti,(IT) valdostani (FR) Valdôtains
PIL,(nominale) 4 453 mln €[6]
PIL procapite,(nominale) 35 200 €[6](2017) (PPA) 35 700 €[6](2017)
Rappresentanza parlamentare,1 deputato 1 senatore
Inno,Montagnes Valdôtaines
Cartografia,Cartografia
Valle d'Aosta – Localizzazione,Valle d'Aosta – Localizzazione
Valle d'Aosta – MappaCarta della regione autonoma,Valle d'Aosta – MappaCarta della regione autonoma
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
