Cabras comune,Cabras comune.1
(IT) Cabras (SC) Cràbas,(IT) Cabras (SC) Cràbas
,
Cabras – VedutaCabras sull'omonimo stagno,Cabras – VedutaCabras sull'omonimo stagno
Localizzazione,Localizzazione
Stato,Italia
Regione,Sardegna
Provincia,Oristano
Amministrazione,Amministrazione
Sindaco,Andrea Abis (lista civica) dal 10-6-2018 (2º mandato dal 29-5-2023)
Territorio,Territorio
Coordinate,39°55′50″N 8°31′49″E
Altitudine,6 m s.l.m.
Superficie,"122,26 km²"
Abitanti,8 729[1] (30-11-2025)
Densità,"71,4 ab./km²"
Frazioni,"Funtana Meiga, San Giovanni di Sinis, San Salvatore di Sinis, Solanas, Su Cungiau de Gerrusso, Porto Suedda"
Comuni confinanti,"Nurachi, Oristano, Riola Sardo"
Altre informazioni,Altre informazioni
Cod. postale,09072
Prefisso,0783
Fuso orario,UTC+1
Codice ISTAT,095018
Cod. catastale,B314
Targa,OR
Cl. sismica,zona 4 (sismicità molto bassa)[2]
Nome abitanti,(IT) cabraresi (SC) crabarissus
Patrono,Santa Maria Assunta
Giorno festivo,24 maggio
Cartografia,Cartografia
Cabras,Cabras
Cabras – MappaPosizione del comune di Cabras all'interno della provincia di Oristano,Cabras – MappaPosizione del comune di Cabras all'interno della provincia di Oristano
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
