Quagliuzzo comune,Quagliuzzo comune.1
,
Quagliuzzo – VedutaPanorama,Quagliuzzo – VedutaPanorama
Localizzazione,Localizzazione
Stato,Italia
Regione,Piemonte
Città metropolitana,Torino
Amministrazione,Amministrazione
Sindaco,Ernesto Barlese (lista civica Insieme per Quagliuzzo) dal 10-6-2018
Territorio,Territorio
Coordinate,45°25′36.33″N 7°46′53.82″E
Altitudine,334 m s.l.m.
Superficie,"2,04 km²"
Abitanti,331[1] (30-11-2025)
Densità,"162,25 ab./km²"
Comuni confinanti,"Castellamonte, Parella, Strambinello, Torre Canavese, Val di Chy, Vistrorio"
Altre informazioni,Altre informazioni
Cod. postale,10010
Prefisso,0125
Fuso orario,UTC+1
Codice ISTAT,001208
Cod. catastale,H100
Targa,TO
Cl. sismica,zona 3 (sismicità bassa)[2]
Cl. climatica,"zona E, 2 645 GG[3]"
Nome abitanti,quagliuzzesi
Patrono,Presentazione di Gesù al Tempio
Giorno festivo,2 febbraio
Cartografia,Cartografia
Quagliuzzo,Quagliuzzo
Quagliuzzo – MappaLocalizzazione del Comune di Quagliuzzo nella città metropolitana di Torino.,Quagliuzzo – MappaLocalizzazione del Comune di Quagliuzzo nella città metropolitana di Torino.
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
