Perrero comune,Perrero comune.1
,
Perrero – VedutaVeduta da ovest,Perrero – VedutaVeduta da ovest
Localizzazione,Localizzazione
Stato,Italia
Regione,Piemonte
Città metropolitana,Torino
Amministrazione,Amministrazione
Sindaco,Laura Richaud (lista civica Insieme per collaborare) dal 27-5-2019
Territorio,Territorio
Coordinate,44°56′17.75″N 7°06′52.72″E
Altitudine,840 (min 639 - max 2 855) m s.l.m.
Superficie,"63,18 km²"
Abitanti,547[1] (30-11-2025)
Densità,"8,66 ab./km²"
Frazioni,"Combagarino, Trossieri, Traverse, San Martino, Chiabrano, Vrocchi, Linsard, Villasecca Inferiore, Villasecca Superiore, Peyrone"
Comuni confinanti,"Angrogna, Massello, Perosa Argentina, Pomaretto, Prali, Pramollo, Roure, Salza di Pinerolo, Villar Pellice"
Altre informazioni,Altre informazioni
Cod. postale,10060
Prefisso,0121
Fuso orario,UTC+1
Codice ISTAT,001186
Cod. catastale,G465
Targa,TO
Cl. sismica,zona 3s (sismicità bassa)[2]
Cl. climatica,"zona F, 3 620 GG[3]"
Nome abitanti,perreresi
Patrono,santa Maria Maddalena
Giorno festivo,22 luglio
Cartografia,Cartografia
Perrero,Perrero
Perrero – MappaLocalizzazione del comune di Perrero nella città metropolitana di Torino.,Perrero – MappaLocalizzazione del comune di Perrero nella città metropolitana di Torino.
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
