Lizzano comune,Lizzano comune.1
,
Lizzano – Veduta,Lizzano – Veduta
Localizzazione,Localizzazione
Stato,Italia
Regione,Puglia
Provincia,Taranto
Amministrazione,Amministrazione
Sindaco,Lucia Palombella (lista civica Lizzano ci siamo) dal 15-5-2023
Territorio,Territorio
Coordinate,40°23′31″N 17°26′54″E
Altitudine,42 m s.l.m.
Superficie,"47,18 km²"
Abitanti,9 450[1] (30-11-2025)
Densità,"200,3 ab./km²"
Frazioni,Marina di Lizzano
Comuni confinanti,"Fragagnano, Sava, Torricella, Faggiano, Taranto (isole amministrative)"
Altre informazioni,Altre informazioni
Cod. postale,74020
Prefisso,099
Fuso orario,UTC+1
Codice ISTAT,073011
Cod. catastale,E630
Targa,TA
Cl. sismica,zona 4 (sismicità molto bassa)[2]
Cl. climatica,"zona C, 1 004 GG[3]"
Nome abitanti,lizzanesi
Patrono,san Gaetano Thiene
Giorno festivo,7 agosto
Cartografia,Cartografia
Lizzano,Lizzano
Lizzano – MappaPosizione del comune di Lizzano all'interno della provincia di Taranto,Lizzano – MappaPosizione del comune di Lizzano all'interno della provincia di Taranto
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
