Susegana comune,Susegana comune.1
,
Susegana – Veduta,Susegana – Veduta
Localizzazione,Localizzazione
Stato,Italia
Regione,Veneto
Provincia,Treviso
Amministrazione,Amministrazione
Sindaco,Gianni Montesel (lista civica Insieme per Susegana) dal 13-6-2022
Territorio,Territorio
Coordinate,45°51′N 12°15′E
Altitudine,76 m s.l.m.
Superficie,"44,1 km²"
Abitanti,11 700[1] (30-11-2025)
Densità,"265,31 ab./km²"
Frazioni,"Colfosco, Collalto, Ponte della Priula Località: Crevada"
Comuni confinanti,"Conegliano, Nervesa della Battaglia, Pieve di Soligo, Refrontolo, San Pietro di Feletto, Santa Lucia di Piave, Sernaglia della Battaglia, Spresiano"
Altre informazioni,Altre informazioni
Cod. postale,"31058; 31010 (Colfosco, Ponte della Priula)"
Prefisso,0438
Fuso orario,UTC+1
Codice ISTAT,026083
Cod. catastale,L014
Targa,TV
Cl. sismica,zona 2 (sismicità media)[2]
Cl. climatica,"zona E, 2 494 GG[3]"
Nome abitanti,suseganesi
Patrono,Maria Ausiliatrice
Giorno festivo,24 maggio
Cartografia,Cartografia
Susegana,Susegana
Susegana – MappaIl territorio comunale nella provincia di Treviso.,Susegana – MappaIl territorio comunale nella provincia di Treviso.
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
