Muggiò comune,Muggiò comune.1
Città di Muggiò,Città di Muggiò
,
Muggiò – VedutaL'abitato di Muggiò ed il municipio visti da Parco Casati,Muggiò – VedutaL'abitato di Muggiò ed il municipio visti da Parco Casati
Localizzazione,Localizzazione
Stato,Italia
Regione,Lombardia
Provincia,Monza e Brianza
Amministrazione,Amministrazione
Sindaco,Michele Messina (FI) dal 9-6-2024
Territorio,Territorio
Coordinate,45°35′11.05″N 9°13′33.39″E
Altitudine,186 m s.l.m.
Superficie,"5,48 km²"
Abitanti,23 590[1] (30-11-2025)
Densità,"4 304,74 ab./km²"
Frazioni,Taccona
Comuni confinanti,"Cinisello Balsamo (MI), Desio, Lissone, Monza, Nova Milanese"
Altre informazioni,Altre informazioni
Cod. postale,20835
Prefisso,039
Fuso orario,UTC+1
Codice ISTAT,108034
Cod. catastale,F797
Targa,MB
Cl. sismica,zona 3 (sismicità bassa)[2]
Cl. climatica,"zona E, 2 404 GG[3]"
Nome abitanti,muggioresi
Patrono,Santi Pietro e Paolo - Beata Vergine Addolorata del Castagno
Giorno festivo,terza domenica di settembre
Cartografia,Cartografia
Muggiò,Muggiò
Muggiò – MappaPosizione del comune di Muggiò nella provincia di Monza e della Brianza,Muggiò – MappaPosizione del comune di Muggiò nella provincia di Monza e della Brianza
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
