Brugherio comune,Brugherio comune.1
Città di Brugherio,Città di Brugherio
,
"Brugherio – VedutaLa chiesa parrocchiale di San Bartolomeo, nel centro della città","Brugherio – VedutaLa chiesa parrocchiale di San Bartolomeo, nel centro della città"
Localizzazione,Localizzazione
Stato,Italia
Regione,Lombardia
Provincia,Monza e Brianza
Amministrazione,Amministrazione
Sindaco,Roberto Assi (centro-destra) dal 16-5-2023
Data di istituzione,9 dicembre 1866
Territorio,Territorio
Coordinate,45°33′03″N 9°18′04″E
Altitudine,145 m s.l.m.
Superficie,"10,41 km²"
Abitanti,35 479[1] (30-11-2025)
Densità,"3 408,17 ab./km²"
Frazioni,"Baraggia, Dorderio, Moncucco, San Damiano"
Comuni confinanti,"Agrate Brianza, Carugate (MI), Cernusco sul Naviglio (MI), Cologno Monzese (MI), Monza, Sesto San Giovanni (MI)"
Altre informazioni,Altre informazioni
Cod. postale,20861
Prefisso,039
Fuso orario,UTC+1
Codice ISTAT,108012
Cod. catastale,B212
Targa,MB
Cl. sismica,zona 3 (sismicità bassa)[2]
Cl. climatica,"zona E, 2 404 GG[3]"
Nome abitanti,brugheresi
Patrono,san Bartolomeo
Giorno festivo,24 agosto
Cartografia,Cartografia
Brugherio,Brugherio
Brugherio – MappaPosizione del comune di Brugherio nella provincia di Monza e della Brianza,Brugherio – MappaPosizione del comune di Brugherio nella provincia di Monza e della Brianza
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
