Lissone comune,Lissone comune.1
Città di Lissone,Città di Lissone
,
Lissone – VedutaPiazza IV Novembre,Lissone – VedutaPiazza IV Novembre
Localizzazione,Localizzazione
Stato,Italia
Regione,Lombardia
Provincia,Monza e Brianza
Amministrazione,Amministrazione
Sindaco,Laura Borella (centro-destra) dal 13-6-2022
Territorio,Territorio
Coordinate,45°37′N 9°15′E
Altitudine,181 m s.l.m.
Superficie,"9,3 km²"
Abitanti,46 835[1] (30-11-2025)
Densità,"5 036,02 ab./km²"
Frazioni,"Bareggia, Santa Margherita, Aliprandi"
Comuni confinanti,"Seregno, Albiate, Sovico, Macherio, Biassono, Vedano al Lambro, Monza, Muggiò, Desio"
Altre informazioni,Altre informazioni
Cod. postale,20851
Prefisso,039
Fuso orario,UTC+1
Codice ISTAT,108028
Cod. catastale,E617
Targa,MB
Cl. sismica,zona 3 (sismicità bassa)[2]
Cl. climatica,"zona E, 2 404 GG[3]"
Nome abitanti,lissonesi
Patrono,santi Pietro e Paolo
Giorno festivo,lunedì successivo alla 3ª domenica di ottobre
Cartografia,Cartografia
Lissone,Lissone
Lissone – MappaPosizione del comune di Lissone nella provincia di Monza e della Brianza,Lissone – MappaPosizione del comune di Lissone nella provincia di Monza e della Brianza
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
