Mores comune,Mores comune.1
"(IT, SC) Mores","(IT, SC) Mores"
,
Mores – Veduta,Mores – Veduta
Localizzazione,Localizzazione
Stato,Italia
Regione,Sardegna
Città metropolitana,Sassari
Amministrazione,Amministrazione
Sindaco,Enrico Euclide Virdis (lista civica) dall'11-10-2021
Territorio,Territorio
Coordinate,40°32′53″N 8°49′58″E
Altitudine,366 m s.l.m.
Superficie,"94,86 km²"
Abitanti,1 666[1] (30-11-2025)
Densità,"17,56 ab./km²"
Comuni confinanti,"Ardara, Bonnanaro, Bonorva, Ittireddu, Ozieri, Siligo, Torralba"
Altre informazioni,Altre informazioni
Cod. postale,07013
Prefisso,079
Fuso orario,UTC+1
Codice ISTAT,112032
Cod. catastale,F721
Targa,SS
Cl. sismica,zona 4 (sismicità molto bassa)[2]
Cl. climatica,"zona D, 1 611 GG[3]"
Nome abitanti,(IT) moresi (SC) moresos
Patrono,santa Caterina d'Alessandria
Giorno festivo,26 novembre
Cartografia,Cartografia
Mores,Mores
Mores – MappaPosizione del comune di Mores nella città metropolitana di Sassari,Mores – MappaPosizione del comune di Mores nella città metropolitana di Sassari
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
