Scapoli comune,Scapoli comune.1
,
Scapoli – Veduta,Scapoli – Veduta
Localizzazione,Localizzazione
Stato,Italia
Regione,Molise
Provincia,Isernia
Amministrazione,Amministrazione
Sindaco,Emilio Ricci (Crescere insieme) dal 10-6-2024
Territorio,Territorio
Coordinate,41°37′N 14°03′E
Altitudine,611 m s.l.m.
Superficie,"18,94 km²"
Abitanti,563[1] (30-11-2025)
Densità,"29,73 ab./km²"
Frazioni,"Acquaviva, Cannine, Cerratino, Collalto, Collematteo, Fontecostanza, Fonte La Villa, Padulo, Pantano, Parrucce, Ponte, Prato, Santa Caterina, Sodalarga, Vaglie, Vicenne"
Comuni confinanti,"Colli a Volturno, Filignano, Rocchetta a Volturno"
Altre informazioni,Altre informazioni
Cod. postale,86070
Prefisso,0865
Fuso orario,UTC+1
Codice ISTAT,094048
Cod. catastale,I507
Targa,IS
Cl. sismica,zona 1 (sismicità alta)[2]
Cl. climatica,"zona E, 2 171 GG[3]"
Nome abitanti,scapolesi
Patrono,san Giorgio
Giorno festivo,23 aprile
Cartografia,Cartografia
Scapoli,Scapoli
Scapoli – MappaPosizione del comune di Scapoli nella provincia di Isernia,Scapoli – MappaPosizione del comune di Scapoli nella provincia di Isernia
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
