Pozzilli comune,Pozzilli comune.1
,
Pozzilli – Vedutalocalità Santa Maria Oliveto,Pozzilli – Vedutalocalità Santa Maria Oliveto
Localizzazione,Localizzazione
Stato,Italia
Regione,Molise
Provincia,Isernia
Amministrazione,Amministrazione
Sindaco,Giacomo Del Corpo (Per il bene comune) dal 10-6-2024
Territorio,Territorio
Coordinate,41°31′N 14°04′E
Altitudine,235 m s.l.m.
Superficie,"34,66 km²"
Abitanti,2 165[1] (30-11-2025)
Densità,"62,46 ab./km²"
Frazioni,"Camerelle, Collegrotte, Leone, Santa Maria Oliveto, Triverno"
Comuni confinanti,"Acquafondata (FR), Capriati a Volturno (CE), Conca Casale, Filignano, Montaquila, Monteroduni, Venafro, Viticuso (FR)"
Altre informazioni,Altre informazioni
Cod. postale,86077
Prefisso,0865
Fuso orario,UTC+1
Codice ISTAT,094038
Cod. catastale,G954
Targa,IS
Cl. sismica,zona 1 (sismicità alta)[2]
Cl. climatica,"zona D, 1 513 GG[3]"
Nome abitanti,pozzillesi (pozzigliari)
Patrono,sant'Anna
Giorno festivo,26 luglio
Cartografia,Cartografia
Pozzilli,Pozzilli
Pozzilli – MappaPosizione del comune di Pozzilli nella provincia di Isernia,Pozzilli – MappaPosizione del comune di Pozzilli nella provincia di Isernia
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
