Naturno comune,Naturno comune.1
(IT) Naturno (DE) Naturns,(IT) Naturno (DE) Naturns
,
Naturno – VedutaVista del paese,Naturno – VedutaVista del paese
Localizzazione,Localizzazione
Stato,Italia
Regione,Trentino-Alto Adige
Provincia,Bolzano
Amministrazione,Amministrazione
Sindaco,Zeno Christanell (Südtiroler Volkspartei) dal 22-9-2020 (2º mandato dal 4-5-2025)
Lingue ufficiali,"Italiano, Tedesco"
Territorio,Territorio
Coordinate,46°39′00″N 10°54′00″E
Altitudine,528 m s.l.m.
Superficie,"67,11 km²"
Abitanti,6 088[1] (30-11-2025)
Densità,"90,72 ab./km²"
Frazioni,"Stava/Staben, Tablà/Tabland"
Comuni confinanti,"Castelbello-Ciardes, Lagundo, Lana, Parcines, Plaus, San Pancrazio, Senales, Ultimo"
Altre informazioni,Altre informazioni
Cod. postale,39025
Prefisso,0473
Fuso orario,UTC+1
Codice ISTAT,021056
Cod. catastale,F849
Targa,BZ
Cl. sismica,zona 4 (sismicità molto bassa)[2]
Cl. climatica,"zona F, 3 188 GG[3]"
Nome abitanti,(IT) naturnesi (DE) Naturnser[4]
Patrono,san Zeno
Giorno festivo,2 settembre
Cartografia,Cartografia
Naturno,Naturno
Naturno – MappaPosizione del comune di Naturno nella provincia autonoma di Bolzano,Naturno – MappaPosizione del comune di Naturno nella provincia autonoma di Bolzano
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
