Parcines comune,Parcines comune.1
(IT) Parcines (DE) Partschins,(IT) Parcines (DE) Partschins
,
Parcines – Veduta,Parcines – Veduta
Localizzazione,Localizzazione
Stato,Italia
Regione,Trentino-Alto Adige
Provincia,Bolzano
Amministrazione,Amministrazione
Sindaco,Alois Forcher (SVP) dal 22-9-2020 (2º mandato dal 4-5-2025)
Lingue ufficiali,"Italiano, Tedesco"
Territorio,Territorio
Coordinate,46°41′01.85″N 11°04′24.67″E
Altitudine,626 m s.l.m.
Superficie,"55,4 km²"
Abitanti,3 971[1] (30-11-2025)
Densità,"71,68 ab./km²"
Frazioni,"Montesole (Sonnenberg), Quadrato (Quadrat), Rablà (Rabland), Tablà (Tabland), Tel (Töll), Vallettina (Vertigen)"
Comuni confinanti,"Lagundo, Lana, Marlengo, Moso in Passiria, Naturno, Plaus, Senales, Tirolo"
Altre informazioni,Altre informazioni
Cod. postale,39020
Prefisso,0473
Fuso orario,UTC+1
Codice ISTAT,021062
Cod. catastale,G328
Targa,BZ
Cl. sismica,zona 4 (sismicità molto bassa)[2]
Cl. climatica,"zona F, 3 330 GG[3]"
Nome abitanti,(IT) parcinesi (DE) Partschinser[4]
Cartografia,Cartografia
Parcines,Parcines
Parcines – MappaPosizione del comune di Parcines nella provincia autonoma di Bolzano,Parcines – MappaPosizione del comune di Parcines nella provincia autonoma di Bolzano
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
