Proves comune,Proves comune.1
(IT) Proves (DE) Proveis,(IT) Proves (DE) Proveis
,
Proves – Veduta,Proves – Veduta
Localizzazione,Localizzazione
Stato,Italia
Regione,Trentino-Alto Adige
Provincia,Bolzano
Amministrazione,Amministrazione
Sindaco,Ulrich Gamper (SVP) dal 22-9-2020 (3º mandato)
Lingue ufficiali,"Italiano, Tedesco"
Territorio,Territorio
Coordinate,46°28′38.73″N 11°01′20.77″E
Altitudine,1 420 m s.l.m.
Superficie,"18,37 km²"
Abitanti,243[1] (30-11-2025)
Densità,"13,23 ab./km²"
Comuni confinanti,"Novella (TN), Lauregno, Rumo (TN), Ultimo"
Altre informazioni,Altre informazioni
Cod. postale,39040
Prefisso,0463
Fuso orario,UTC+1
Codice ISTAT,021069
Cod. catastale,H081
Targa,BZ
Cl. sismica,zona 4 (sismicità molto bassa)[2]
Cl. climatica,"zona F, 4 747 GG[3]"
Nome abitanti,(IT) provesini (DE) Proveiser
Patrono,san Nicolò
Giorno festivo,6 dicembre
Cartografia,Cartografia
Proves,Proves
Proves – MappaPosizione del comune di Proves nella provincia autonoma di Bolzano,Proves – MappaPosizione del comune di Proves nella provincia autonoma di Bolzano
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
