Monterenzio comune,Monterenzio comune.1
,
Monterenzio – Veduta,Monterenzio – Veduta
Localizzazione,Localizzazione
Stato,Italia
Regione,Emilia-Romagna
Città metropolitana,Bologna
Amministrazione,Amministrazione
Sindaco,Davide Lelli (lista civica Bene Comune) dall'8-6-2024
Territorio,Territorio
Coordinate,44°17′46.59″N 11°25′38.85″E
Altitudine,207 m s.l.m.
Superficie,"105,26 km²"
Abitanti,6 163[1] (30-11-2025)
Densità,"58,55 ab./km²"
Frazioni,"Bisano, Cà di Bazzone, Cà Corradini, Cà Merla, Cà del Vento, Cassano, Castelnuovo di Bisano, Farneto, Fiumetto, Pizzano, Rignano, San Benedetto del Querceto, San Clemente, Sassuno, Savazza, Vignale, Villa Sassonero, Villa di Cassano."
Comuni confinanti,"Casalfiumanese, Castel del Rio, Castel San Pietro Terme, Firenzuola (FI), Loiano, Monghidoro, Ozzano dell'Emilia, Pianoro"
Altre informazioni,Altre informazioni
Cod. postale,40050
Prefisso,051
Fuso orario,UTC+1
Codice ISTAT,037. 037042
Cod. catastale,F597
Targa,BO
Cl. sismica,zona 2 (sismicità media)[2]
Cl. climatica,"zona E, 2 490 GG[3]"
Nome abitanti,Monterenziani
Patrono,Cristo Re
Giorno festivo,terza domenica di novembre
Cartografia,Cartografia
Monterenzio,Monterenzio
Monterenzio – MappaPosizione del comune di Monterenzio nella città metropolitana di Bologna,Monterenzio – MappaPosizione del comune di Monterenzio nella città metropolitana di Bologna
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
