Libero consorzio comunale di Trapani Libero consorzio comunale,Libero consorzio comunale di Trapani Libero consorzio comunale.1
,
"Libero consorzio comunale di Trapani – VedutaPalazzo del Governo a Trapani, sede del libero consorzio comunale, 2008","Libero consorzio comunale di Trapani – VedutaPalazzo del Governo a Trapani, sede del libero consorzio comunale, 2008"
Localizzazione,Localizzazione
Stato,Italia
Regione,Sicilia
Amministrazione,Amministrazione
Capoluogo,Trapani
Presidente,Salvatore Quinci (indipendente di centro-sinistra) dal 27-4-2025
Data di istituzione,4 agosto 2015
Territorio,Territorio
Coordinate del capoluogo,38°01′01.56″N 12°32′43.08″E
Superficie,"2 469,62 km²"
Abitanti,410 713[1] (30-11-2025)
Densità,"166,31 ab./km²"
Comuni,25 comuni
Province confinanti,"Palermo, Agrigento"
Altre informazioni,Altre informazioni
Cod. postale,"91100 (Trapani) 91010-91029, 91031 (altri comuni)"
Prefisso,"0923, 0924"
Fuso orario,UTC+1
ISO 3166-2,IT-TP
Codice ISTAT,081
Targa,TP
Patrono,Maria Santissima di Trapani sant'Alberto degli Abati
PIL,"(nominale) 7 088,2 mln €[2](2021)"
PIL procapite,(nominale) 16 989 €[2](2021)
Cartografia,Cartografia
Libero consorzio comunale di Trapani – Localizzazione,Libero consorzio comunale di Trapani – Localizzazione
Libero consorzio comunale di Trapani – MappaMappa del libero consorzio comunale di Trapani all'interno della Sicilia,Libero consorzio comunale di Trapani – MappaMappa del libero consorzio comunale di Trapani all'interno della Sicilia
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
