Gessate comune,Gessate comune.1
,
Gessate – Veduta,Gessate – Veduta
Localizzazione,Localizzazione
Stato,Italia
Regione,Lombardia
Città metropolitana,Milano
Amministrazione,Amministrazione
Sindaco,Lucia Mantegazza (lista civica di centro-sinistra Gessate bene comune) dal 27-5-2019 (2º mandato dal 9-6-2024)
Territorio,Territorio
Coordinate,45°33′N 9°26′E
Altitudine,144 m s.l.m.
Superficie,"7,76 km²"
Abitanti,9 107[1] (30-11-2025)
Densità,"1 173,58 ab./km²"
Frazioni,Villa Fornaci
Comuni confinanti,"Bellinzago Lombardo, Cambiago, Gorgonzola, Inzago, Masate, Pessano con Bornago"
Altre informazioni,Altre informazioni
Cod. postale,20060
Prefisso,02
Fuso orario,UTC+1
Codice ISTAT,015106
Cod. catastale,D995
Targa,MI
Cl. sismica,zona 3 (sismicità bassa)[2]
Cl. climatica,"zona E, 2 441 GG[3]"
Nome abitanti,gessatesi
Patrono,san Mauro
Giorno festivo,15 gennaio
Cartografia,Cartografia
Gessate,Gessate
Gessate – MappaPosizione del comune di Gessate nella città metropolitana di Milano,Gessate – MappaPosizione del comune di Gessate nella città metropolitana di Milano
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
