Frascineto comune,Frascineto comune.1
,
Frascineto – VedutaChiesa di Santa Maria Assunta,Frascineto – VedutaChiesa di Santa Maria Assunta
Localizzazione,Localizzazione
Stato,Italia
Regione,Calabria
Provincia,Cosenza
Amministrazione,Amministrazione
Sindaco,Angelo Catapano (lista civica) dal 25-5-2014 (3º mandato dall'8-6-2024)
Territorio,Territorio
Coordinate,39°50′N 16°16′E
Altitudine,486 m s.l.m.
Superficie,"29,11 km²"
Abitanti,1 819[1] (30-11-2025)
Densità,"62,49 ab./km²"
Frazioni,Eianina
Comuni confinanti,"Cassano all'Ionio, Castrovillari, Civita"
Altre informazioni,Altre informazioni
Cod. postale,87010
Prefisso,0981
Fuso orario,UTC+1
Codice ISTAT,078057
Cod. catastale,D774
Targa,CS
Cl. sismica,zona 2 (sismicità media)[2]
Nome abitanti,frascinoti (Frasnjotë in arb.)
Patrono,Santa Maria Assunta
Giorno festivo,9 dicembre
Cartografia,Cartografia
Frascineto,Frascineto
Frascineto – MappaPosizione del comune di Frascineto all'interno della provincia di Cosenza,Frascineto – MappaPosizione del comune di Frascineto all'interno della provincia di Cosenza
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
