Chiusanico comune,Chiusanico comune.1
(dettagli)  (dettagli),(dettagli)  (dettagli)
Chiusanico – VedutaPanorama di Chiusanico,Chiusanico – VedutaPanorama di Chiusanico
Localizzazione,Localizzazione
Stato,Italia
Regione,Liguria
Provincia,Imperia
Amministrazione,Amministrazione
Sindaco,Giovanni Agnese (lista civica Identità e progresso) dal 27-5-2019 (2º mandato dal 10-6-2024)
Data di istituzione,1861
Territorio,Territorio
Coordinate,43°58′16.17″N 7°59′35.79″E
Altitudine,380 m s.l.m.
Superficie,"13,51 km²"
Abitanti,593[1] (30-11-2025)
Densità,"43,89 ab./km²"
Frazioni,"Gazzelli, Torria"
Comuni confinanti,"Borgomaro, Caravonica, Cesio, Chiusavecchia, Diano Arentino, Lucinasco, Pontedassio, Stellanello (SV), Testico (SV)"
Altre informazioni,Altre informazioni
Cod. postale,18027
Prefisso,0183
Fuso orario,UTC+1
Codice ISTAT,008019
Cod. catastale,C657
Targa,IM
Cl. sismica,zona 2 (sismicità media)[2]
Cl. climatica,"zona D, 2 051 GG[3]"
Nome abitanti,chiusanichesi
Patrono,santo Stefano
Giorno festivo,26 dicembre
Cartografia,Cartografia
Chiusanico,Chiusanico
Chiusanico – MappaPosizione del comune di Chiusanico nella provincia di Imperia,Chiusanico – MappaPosizione del comune di Chiusanico nella provincia di Imperia
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
