Morlupo comune,Morlupo comune.1
,
Morlupo – Veduta,Morlupo – Veduta
Localizzazione,Localizzazione
Stato,Italia
Regione,Lazio
Città metropolitana,Roma
Amministrazione,Amministrazione
Sindaco,Ettore Iacomussi (lista civica Il girasole) dal 10-6-2018
Territorio,Territorio
Coordinate,42°08′36.46″N 12°30′16.82″E
Altitudine,207 m s.l.m.
Superficie,"24,08 km²"
Abitanti,8 567[1] (30-11-2025)
Densità,"355,77 ab./km²"
Frazioni,"Acqua Acetosa-Manciano-Montelungo, Assura, Fontanucola, Ca' Bellina, Monte Rigorio, Monte Vario, Muraccio, Santa Lucia, Sterpareti, Tor di Fico, Trullo, Valle La Posta, Valle Reale, Valvacera"
Comuni confinanti,"Capena, Castelnuovo di Porto, Magliano Romano, Rignano Flaminio"
Altre informazioni,Altre informazioni
Cod. postale,00067
Prefisso,06
Fuso orario,UTC+1
Codice ISTAT,058068
Cod. catastale,F734
Targa,RM
Cl. sismica,zona 3A (sismicità bassa)[2]
Cl. climatica,"zona D, 1 831 GG[3]"
Nome abitanti,morlupesi
Patrono,Maria Assunta
Giorno festivo,15 agosto
Cartografia,Cartografia
Morlupo,Morlupo
Morlupo – MappaPosizione del comune di Morlupo nella città metropolitana di Roma Capitale,Morlupo – MappaPosizione del comune di Morlupo nella città metropolitana di Roma Capitale
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
