Montelanico comune,Montelanico comune.1
,
Montelanico – VedutaPiazza Vittorio Emanuele II,Montelanico – VedutaPiazza Vittorio Emanuele II
Localizzazione,Localizzazione
Stato,Italia
Regione,Lazio
Città metropolitana,Roma
Amministrazione,Amministrazione
Sindaco,Sandro Onorati (lista civica) dal 22-9-2020
Territorio,Territorio
Coordinate,41°39′00″N 13°02′23″E
Altitudine,297 m s.l.m.
Superficie,"35,14 km²"
Abitanti,2 004[1] (30-11-2025)
Densità,"57,03 ab./km²"
Comuni confinanti,"Anagni (FR), Carpineto Romano, Cori (LT), Gavignano, Gorga, Norma (LT), Segni"
Altre informazioni,Altre informazioni
Cod. postale,00030
Prefisso,06
Fuso orario,UTC+1
Codice ISTAT,058062
Cod. catastale,F534
Targa,RM
Cl. sismica,zona 2B (sismicità media)[2]
Cl. climatica,"zona D, 1 754 GG[3]"
Nome abitanti,montelanichesi
Patrono,san Michele Arcangelo
Giorno festivo,29 settembre
Cartografia,Cartografia
Montelanico,Montelanico
Montelanico – MappaPosizione del comune di Montelanico nella città metropolitana di Roma Capitale,Montelanico – MappaPosizione del comune di Montelanico nella città metropolitana di Roma Capitale
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
