Vallepietra comune,Vallepietra comune.1
,
Vallepietra – VedutaVeduta di Vallepietra,Vallepietra – VedutaVeduta di Vallepietra
Localizzazione,Localizzazione
Stato,Italia
Regione,Lazio
Città metropolitana,Roma
Amministrazione,Amministrazione
Sindaco,Daniele Mioni (lista civica Tradizione è futuro) dal 10-6-2024
Territorio,Territorio
Coordinate,41°56′N 13°14′E
Altitudine,825 m s.l.m.
Superficie,"52,94 km²"
Abitanti,223[1] (30-11-2025)
Densità,"4,21 ab./km²"
Comuni confinanti,"Camerata Nuova, Cappadocia (AQ), Filettino (FR), Jenne, Subiaco, Trevi nel Lazio (FR)"
Altre informazioni,Altre informazioni
Cod. postale,00020
Prefisso,0774
Fuso orario,UTC+1
Codice ISTAT,058108
Cod. catastale,L611
Targa,RM
Cl. sismica,zona 2B (sismicità media)[2]
Cl. climatica,"zona E, 2 705 GG[3]"
Nome abitanti,vallepietrani
Patrono,san Cristoforo
Giorno festivo,25 luglio
Cartografia,Cartografia
Vallepietra,Vallepietra
Vallepietra – MappaPosizione del comune di Vallepietra nella città metropolitana di Roma Capitale,Vallepietra – MappaPosizione del comune di Vallepietra nella città metropolitana di Roma Capitale
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
