Framura comune,Framura comune.1
,
Framura – VedutaPanorama della frazione Costa di Framura,Framura – VedutaPanorama della frazione Costa di Framura
Localizzazione,Localizzazione
Stato,Italia
Regione,Liguria
Provincia,La Spezia
Amministrazione,Amministrazione
Sindaco,Andrea Da Passano (lista civica di centro-sinistra Noi di Framura) dall'8-6-2009 (4º mandato dal 10-6-2024)
Data di istituzione,1861
Territorio,Territorio
Coordinate,44°12′31.18″N 9°33′15.92″E
Altitudine,76 m s.l.m.
Superficie,"19,26 km²"
Abitanti,565[1] (30-11-2025)
Densità,"29,34 ab./km²"
Frazioni,"Anzo, Castagnola, Costa, Ravecca, Setta (sede comunale)"
Comuni confinanti,"Bonassola, Carrodano, Deiva Marina, Levanto"
Altre informazioni,Altre informazioni
Cod. postale,19014
Prefisso,0187
Fuso orario,UTC+1
Codice ISTAT,011014
Cod. catastale,D758
Targa,SP
Cl. sismica,zona 3 (sismicità bassa)[2]
Cl. climatica,"zona D, 1 670 GG[3]"
Nome abitanti,framuresi
Patrono,san Martino di Tours
Giorno festivo,11 novembre
Cartografia,Cartografia
Framura,Framura
Framura – MappaPosizione del comune di Framura nella provincia della Spezia,Framura – MappaPosizione del comune di Framura nella provincia della Spezia
Sito istituzionale,Sito istituzionale
Modifica dati su Wikidata · Manuale,Modifica dati su Wikidata · Manuale
